epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.11721132695674896,9.999999974752427e-07,2.357062816619873,0.1358024626970291,2.3041796684265137
1,0.1568627506494522,9.999999974752427e-07,2.265216827392578,0.18024691939353943,2.2438013553619385
2,0.20348583161830902,9.999999974752427e-07,2.2034971714019775,0.2172839492559433,2.1911861896514893
3,0.24618735909461975,9.999999974752427e-07,2.1493773460388184,0.24938271939754486,2.142341375350952
4,0.29106754064559937,9.999999974752427e-07,2.0983314514160156,0.3135802447795868,2.0967824459075928
5,0.3307189643383026,9.999999974752427e-07,2.050652503967285,0.35555556416511536,2.0533242225646973
6,0.3690631687641144,9.999999974752427e-07,2.0055339336395264,0.3876543343067169,2.0119476318359375
7,0.4017429053783417,9.999999974752427e-07,1.9619519710540771,0.42716050148010254,1.9716517925262451
8,0.43790850043296814,9.999999974752427e-07,1.9191340208053589,0.4543209969997406,1.9329133033752441
9,0.4649237394332886,9.999999974752427e-07,1.8779656887054443,0.4691357910633087,1.8954592943191528
10,0.4954248368740082,9.999999974752427e-07,1.8386995792388916,0.5086419582366943,1.8590582609176636
11,0.5172113180160522,9.999999974752427e-07,1.8005030155181885,0.5283950567245483,1.8239511251449585
12,0.5333333611488342,9.999999974752427e-07,1.7617398500442505,0.5506172776222229,1.7896510362625122
13,0.5664488077163696,9.999999974752427e-07,1.724907398223877,0.5604938268661499,1.7558108568191528
14,0.5821350812911987,9.999999974752427e-07,1.688262701034546,0.585185170173645,1.722750186920166
15,0.5978213548660278,9.999999974752427e-07,1.65341055393219,0.585185170173645,1.6900691986083984
16,0.6161220073699951,9.999999974752427e-07,1.618160605430603,0.604938268661499,1.6576402187347412
17,0.6370370388031006,9.999999974752427e-07,1.5831607580184937,0.6222222447395325,1.6264660358428955
18,0.656644880771637,9.999999974752427e-07,1.5502822399139404,0.6222222447395325,1.5957880020141602
19,0.6688452959060669,9.999999974752427e-07,1.5170574188232422,0.6296296119689941,1.5648974180221558
20,0.6801742911338806,9.999999974752427e-07,1.4841604232788086,0.6493827104568481,1.534775972366333
21,0.699782133102417,9.999999974752427e-07,1.451905608177185,0.654321014881134,1.5057430267333984
22,0.7045751810073853,9.999999974752427e-07,1.420156478881836,0.6691358089447021,1.476598858833313
23,0.7259259223937988,9.999999974752427e-07,1.3890074491500854,0.6641975045204163,1.448523759841919
24,0.7363834381103516,9.999999974752427e-07,1.3584550619125366,0.6740740537643433,1.4216347932815552
25,0.7485838532447815,9.999999974752427e-07,1.329036831855774,0.6839506030082703,1.3947901725769043
26,0.7651416063308716,9.999999974752427e-07,1.300275206565857,0.6962962746620178,1.368211030960083
27,0.769498884677887,9.999999974752427e-07,1.2723039388656616,0.7061728239059448,1.3428080081939697
28,0.7830065488815308,9.999999974752427e-07,1.2437220811843872,0.7012345790863037,1.3178260326385498
29,0.7886710166931152,9.999999974752427e-07,1.216742753982544,0.7160493731498718,1.2939611673355103
30,0.8021786212921143,9.999999974752427e-07,1.1907930374145508,0.7185184955596924,1.2695324420928955
31,0.8065359592437744,9.999999974752427e-07,1.1647263765335083,0.7283950448036194,1.2465612888336182
32,0.8187363743782043,9.999999974752427e-07,1.1386433839797974,0.7407407164573669,1.2231507301330566
33,0.827015221118927,9.999999974752427e-07,1.114435076713562,0.7432098984718323,1.2006560564041138
34,0.8352941274642944,9.999999974752427e-07,1.090902328491211,0.7654321193695068,1.1783902645111084
35,0.8413943648338318,9.999999974752427e-07,1.0674113035202026,0.770370364189148,1.15779709815979
36,0.8474945425987244,9.999999974752427e-07,1.0433357954025269,0.7827160358428955,1.1373369693756104
37,0.8557734489440918,9.999999974752427e-07,1.020203948020935,0.7753086686134338,1.1166390180587769
38,0.8649237751960754,9.999999974752427e-07,0.9988136291503906,0.790123462677002,1.096303105354309
39,0.8697167634963989,9.999999974752427e-07,0.9768552780151367,0.7950617074966431,1.077736735343933
40,0.8740741014480591,9.999999974752427e-07,0.9556475877761841,0.8074073791503906,1.0578943490982056
41,0.8814814686775208,9.999999974752427e-07,0.9356083869934082,0.800000011920929,1.0400978326797485
42,0.885403037071228,9.999999974752427e-07,0.9157155156135559,0.8049382567405701,1.0220897197723389
43,0.8919389843940735,9.999999974752427e-07,0.8953321576118469,0.8246913552284241,1.0044318437576294
44,0.8949891328811646,9.999999974752427e-07,0.8769356608390808,0.8320987820625305,0.9865415692329407
45,0.9002178907394409,9.999999974752427e-07,0.8579627871513367,0.8271604776382446,0.971659243106842
46,0.8967320322990417,9.999999974752427e-07,0.8407635688781738,0.8320987820625305,0.9546089172363281
47,0.9058823585510254,9.999999974752427e-07,0.8232091069221497,0.8395061492919922,0.9382443428039551
48,0.9080610275268555,9.999999974752427e-07,0.805503785610199,0.8370370268821716,0.922615110874176
49,0.9106754064559937,9.999999974752427e-07,0.7888103127479553,0.8518518805503845,0.9070825576782227
